index,city_id,city,country_id,last_update
80,81,Birgunj,66,2019-04-11 18:11:48
81,82,Bislig,75,2019-04-11 18:11:48
82,83,Blumenau,15,2019-04-11 18:11:48
83,84,Boa Vista,15,2019-04-11 18:11:48
84,85,Boksburg,85,2019-04-11 18:11:48
85,86,Botosani,78,2019-04-11 18:11:48
86,87,Botshabelo,85,2019-04-11 18:11:48
87,88,Bradford,102,2019-04-11 18:11:48
88,89,Braslia,15,2019-04-11 18:11:48
89,90,Bratislava,84,2019-04-11 18:11:48
90,91,Brescia,49,2019-04-11 18:11:48
91,92,Brest,34,2019-04-11 18:11:48
92,93,Brindisi,49,2019-04-11 18:11:48
93,94,Brockton,103,2019-04-11 18:11:48
94,95,Bucuresti,78,2019-04-11 18:11:48
95,96,Buenaventura,24,2019-04-11 18:11:48
96,97,Bydgoszcz,76,2019-04-11 18:11:48
97,98,Cabuyao,75,2019-04-11 18:11:48
98,99,Callao,74,2019-04-11 18:11:48
99,100,Cam Ranh,105,2019-04-11 18:11:48
100,101,Cape Coral,103,2019-04-11 18:11:48
101,102,Caracas,104,2019-04-11 18:11:48
102,103,Carmen,60,2019-04-11 18:11:48
103,104,Cavite,75,2019-04-11 18:11:48
104,105,Cayenne,35,2019-04-11 18:11:48
105,106,Celaya,60,2019-04-11 18:11:48
106,107,Chandrapur,44,2019-04-11 18:11:48
107,108,Changhwa,92,2019-04-11 18:11:48
108,109,Changzhou,23,2019-04-11 18:11:48
109,110,Chapra,44,2019-04-11 18:11:48
110,111,Charlotte Amalie,106,2019-04-11 18:11:48
111,112,Chatsworth,85,2019-04-11 18:11:48
112,113,Cheju,86,2019-04-11 18:11:48
113,114,Chiayi,92,2019-04-11 18:11:48
114,115,Chisinau,61,2019-04-11 18:11:48
115,116,Chungho,92,2019-04-11 18:11:48
116,117,Cianjur,45,2019-04-11 18:11:48
117,118,Ciomas,45,2019-04-11 18:11:48
118,119,Ciparay,45,2019-04-11 18:11:48
119,120,Citrus Heights,103,2019-04-11 18:11:48
120,121,Citt del Vaticano,41,2019-04-11 18:11:48
121,122,Ciudad del Este,73,2019-04-11 18:11:48
122,123,Clarksville,103,2019-04-11 18:11:48
123,124,Coacalco de Berriozbal,60,2019-04-11 18:11:48
124,125,Coatzacoalcos,60,2019-04-11 18:11:48
125,126,Compton,103,2019-04-11 18:11:48
126,127,Coquimbo,22,2019-04-11 18:11:48
127,128,Crdoba,6,2019-04-11 18:11:48
128,129,Cuauhtmoc,60,2019-04-11 18:11:48
129,130,Cuautla,60,2019-04-11 18:11:48
130,131,Cuernavaca,60,2019-04-11 18:11:48
131,132,Cuman,104,2019-04-11 18:11:48
132,133,Czestochowa,76,2019-04-11 18:11:48
133,134,Dadu,72,2019-04-11 18:11:48
134,135,Dallas,103,2019-04-11 18:11:48
135,136,Datong,23,2019-04-11 18:11:48
136,137,Daugavpils,54,2019-04-11 18:11:48
137,138,Davao,75,2019-04-11 18:11:48
138,139,Daxian,23,2019-04-11 18:11:48
139,140,Dayton,103,2019-04-11 18:11:48
140,141,Deba Habe,69,2019-04-11 18:11:48
141,142,Denizli,97,2019-04-11 18:11:48
142,143,Dhaka,12,2019-04-11 18:11:48
143,144,Dhule (Dhulia),44,2019-04-11 18:11:48
144,145,Dongying,23,2019-04-11 18:11:48
145,146,Donostia-San Sebastin,87,2019-04-11 18:11:48
146,147,Dos Quebradas,24,2019-04-11 18:11:48
147,148,Duisburg,38,2019-04-11 18:11:48
148,149,Dundee,102,2019-04-11 18:11:48
149,150,Dzerzinsk,80,2019-04-11 18:11:48
150,151,Ede,67,2019-04-11 18:11:48
151,152,Effon-Alaiye,69,2019-04-11 18:11:48
152,153,El Alto,14,2019-04-11 18:11:48
153,154,El Fuerte,60,2019-04-11 18:11:48
154,155,El Monte,103,2019-04-11 18:11:48
155,156,Elista,80,2019-04-11 18:11:48
156,157,Emeishan,23,2019-04-11 18:11:48
157,158,Emmen,67,2019-04-11 18:11:48
158,159,Enshi,23,2019-04-11 18:11:48
159,160,Erlangen,38,2019-04-11 18:11:48
160,161,Escobar,6,2019-04-11 18:11:48
161,162,Esfahan,46,2019-04-11 18:11:48
162,163,Eskisehir,97,2019-04-11 18:11:48
163,164,Etawah,44,2019-04-11 18:11:48
164,165,Ezeiza,6,2019-04-11 18:11:48
165,166,Ezhou,23,2019-04-11 18:11:48
166,167,Faaa,36,2019-04-11 18:11:48
167,168,Fengshan,92,2019-04-11 18:11:48
168,169,Firozabad,44,2019-04-11 18:11:48
169,170,Florencia,24,2019-04-11 18:11:48
170,171,Fontana,103,2019-04-11 18:11:48
171,172,Fukuyama,50,2019-04-11 18:11:48
172,173,Funafuti,99,2019-04-11 18:11:48
173,174,Fuyu,23,2019-04-11 18:11:48
174,175,Fuzhou,23,2019-04-11 18:11:48
175,176,Gandhinagar,44,2019-04-11 18:11:48
176,177,Garden Grove,103,2019-04-11 18:11:48
177,178,Garland,103,2019-04-11 18:11:48
178,179,Gatineau,20,2019-04-11 18:11:48
179,180,Gaziantep,97,2019-04-11 18:11:48
180,181,Gijn,87,2019-04-11 18:11:48
181,182,Gingoog,75,2019-04-11 18:11:48
182,183,Goinia,15,2019-04-11 18:11:48
183,184,Gorontalo,45,2019-04-11 18:11:48
184,185,Grand Prairie,103,2019-04-11 18:11:48
185,186,Graz,9,2019-04-11 18:11:48
186,187,Greensboro,103,2019-04-11 18:11:48
187,188,Guadalajara,60,2019-04-11 18:11:48
188,189,Guaruj,15,2019-04-11 18:11:48
189,190,guas Lindas de Gois,15,2019-04-11 18:11:48
190,191,Gulbarga,44,2019-04-11 18:11:48
191,192,Hagonoy,75,2019-04-11 18:11:48
192,193,Haining,23,2019-04-11 18:11:48
193,194,Haiphong,105,2019-04-11 18:11:48
194,195,Haldia,44,2019-04-11 18:11:48
195,196,Halifax,20,2019-04-11 18:11:48
196,197,Halisahar,44,2019-04-11 18:11:48
197,198,Halle/Saale,38,2019-04-11 18:11:48
198,199,Hami,23,2019-04-11 18:11:48
199,200,Hamilton,68,2019-04-11 18:11:48
200,201,Hanoi,105,2019-04-11 18:11:48
201,202,Hidalgo,60,2019-04-11 18:11:48
202,203,Higashiosaka,50,2019-04-11 18:11:48
203,204,Hino,50,2019-04-11 18:11:48
204,205,Hiroshima,50,2019-04-11 18:11:48
205,206,Hodeida,107,2019-04-11 18:11:48
206,207,Hohhot,23,2019-04-11 18:11:48
207,208,Hoshiarpur,44,2019-04-11 18:11:48
208,209,Hsichuh,92,2019-04-11 18:11:48
209,210,Huaian,23,2019-04-11 18:11:48
210,211,Hubli-Dharwad,44,2019-04-11 18:11:48
211,212,Huejutla de Reyes,60,2019-04-11 18:11:48
212,213,Huixquilucan,60,2019-04-11 18:11:48
213,214,Hunuco,74,2019-04-11 18:11:48
214,215,Ibirit,15,2019-04-11 18:11:48
215,216,Idfu,29,2019-04-11 18:11:48
216,217,Ife,69,2019-04-11 18:11:48
217,218,Ikerre,69,2019-04-11 18:11:48
218,219,Iligan,75,2019-04-11 18:11:48
219,220,Ilorin,69,2019-04-11 18:11:48
220,221,Imus,75,2019-04-11 18:11:48
221,222,Inegl,97,2019-04-11 18:11:48
222,223,Ipoh,59,2019-04-11 18:11:48
223,224,Isesaki,50,2019-04-11 18:11:48
224,225,Ivanovo,80,2019-04-11 18:11:48
225,226,Iwaki,50,2019-04-11 18:11:48
226,227,Iwakuni,50,2019-04-11 18:11:48
227,228,Iwatsuki,50,2019-04-11 18:11:48
228,229,Izumisano,50,2019-04-11 18:11:48
229,230,Jaffna,88,2019-04-11 18:11:48
230,231,Jaipur,44,2019-04-11 18:11:48
231,232,Jakarta,45,2019-04-11 18:11:48
232,233,Jalib al-Shuyukh,53,2019-04-11 18:11:48
233,234,Jamalpur,12,2019-04-11 18:11:48
234,235,Jaroslavl,80,2019-04-11 18:11:48
235,236,Jastrzebie-Zdrj,76,2019-04-11 18:11:48
236,237,Jedda,82,2019-04-11 18:11:48
237,238,Jelets,80,2019-04-11 18:11:48
238,239,Jhansi,44,2019-04-11 18:11:48
239,240,Jinchang,23,2019-04-11 18:11:48
240,241,Jining,23,2019-04-11 18:11:48
241,242,Jinzhou,23,2019-04-11 18:11:48
242,243,Jodhpur,44,2019-04-11 18:11:48
243,244,Johannesburg,85,2019-04-11 18:11:48
244,245,Joliet,103,2019-04-11 18:11:48
245,246,Jos Azueta,60,2019-04-11 18:11:48
246,247,Juazeiro do Norte,15,2019-04-11 18:11:48
247,248,Juiz de Fora,15,2019-04-11 18:11:48
248,249,Junan,23,2019-04-11 18:11:48
249,250,Jurez,60,2019-04-11 18:11:48
250,251,Kabul,1,2019-04-11 18:11:48
251,252,Kaduna,69,2019-04-11 18:11:48
252,253,Kakamigahara,50,2019-04-11 18:11:48
253,254,Kaliningrad,80,2019-04-11 18:11:48
254,255,Kalisz,76,2019-04-11 18:11:48
255,256,Kamakura,50,2019-04-11 18:11:48
256,257,Kamarhati,44,2019-04-11 18:11:48
257,258,Kamjanets-Podilskyi,100,2019-04-11 18:11:48
258,259,Kamyin,80,2019-04-11 18:11:48
259,260,Kanazawa,50,2019-04-11 18:11:48
260,261,Kanchrapara,44,2019-04-11 18:11:48
261,262,Kansas City,103,2019-04-11 18:11:48
262,263,Karnal,44,2019-04-11 18:11:48
263,264,Katihar,44,2019-04-11 18:11:48
264,265,Kermanshah,46,2019-04-11 18:11:48
265,266,Kilis,97,2019-04-11 18:11:48
266,267,Kimberley,85,2019-04-11 18:11:48
267,268,Kimchon,86,2019-04-11 18:11:48
268,269,Kingstown,81,2019-04-11 18:11:48
269,270,Kirovo-Tepetsk,80,2019-04-11 18:11:48
270,271,Kisumu,52,2019-04-11 18:11:48
271,272,Kitwe,109,2019-04-11 18:11:48
272,273,Klerksdorp,85,2019-04-11 18:11:48
273,274,Kolpino,80,2019-04-11 18:11:48
274,275,Konotop,100,2019-04-11 18:11:48
275,276,Koriyama,50,2019-04-11 18:11:48
276,277,Korla,23,2019-04-11 18:11:48
277,278,Korolev,80,2019-04-11 18:11:48
278,279,Kowloon and New Kowloon,42,2019-04-11 18:11:48
279,280,Kragujevac,108,2019-04-11 18:11:48
280,281,Ktahya,97,2019-04-11 18:11:48
281,282,Kuching,59,2019-04-11 18:11:48
282,283,Kumbakonam,44,2019-04-11 18:11:48
283,284,Kurashiki,50,2019-04-11 18:11:48
284,285,Kurgan,80,2019-04-11 18:11:48
285,286,Kursk,80,2019-04-11 18:11:48
286,287,Kuwana,50,2019-04-11 18:11:48
287,288,La Paz,60,2019-04-11 18:11:48
288,289,La Plata,6,2019-04-11 18:11:48
289,290,La Romana,27,2019-04-11 18:11:48
290,291,Laiwu,23,2019-04-11 18:11:48
291,292,Lancaster,103,2019-04-11 18:11:48
292,293,Laohekou,23,2019-04-11 18:11:48
293,294,Lapu-Lapu,75,2019-04-11 18:11:48
294,295,Laredo,103,2019-04-11 18:11:48
295,296,Lausanne,91,2019-04-11 18:11:48
296,297,Le Mans,34,2019-04-11 18:11:48
297,298,Lengshuijiang,23,2019-04-11 18:11:48
298,299,Leshan,23,2019-04-11 18:11:48
299,300,Lethbridge,20,2019-04-11 18:11:48
300,301,Lhokseumawe,45,2019-04-11 18:11:48
301,302,Liaocheng,23,2019-04-11 18:11:48
302,303,Liepaja,54,2019-04-11 18:11:48
303,304,Lilongwe,58,2019-04-11 18:11:48
304,305,Lima,74,2019-04-11 18:11:48
305,306,Lincoln,103,2019-04-11 18:11:48
306,307,Linz,9,2019-04-11 18:11:48
307,308,Lipetsk,80,2019-04-11 18:11:48
308,309,Livorno,49,2019-04-11 18:11:48
309,310,Ljubertsy,80,2019-04-11 18:11:48
310,311,Loja,28,2019-04-11 18:11:48
311,312,London,102,2019-04-11 18:11:48
312,313,London,20,2019-04-11 18:11:48
313,314,Lublin,76,2019-04-11 18:11:48
314,315,Lubumbashi,25,2019-04-11 18:11:48
315,316,Lungtan,92,2019-04-11 18:11:48
316,317,Luzinia,15,2019-04-11 18:11:48
317,318,Madiun,45,2019-04-11 18:11:48
318,319,Mahajanga,57,2019-04-11 18:11:48
319,320,Maikop,80,2019-04-11 18:11:48
320,321,Malm,90,2019-04-11 18:11:48
321,322,Manchester,103,2019-04-11 18:11:48
322,323,Mandaluyong,75,2019-04-11 18:11:48
323,324,Mandi Bahauddin,72,2019-04-11 18:11:48
324,325,Mannheim,38,2019-04-11 18:11:48
325,326,Maracabo,104,2019-04-11 18:11:48
326,327,Mardan,72,2019-04-11 18:11:48
327,328,Maring,15,2019-04-11 18:11:48
328,329,Masqat,71,2019-04-11 18:11:48
329,330,Matamoros,60,2019-04-11 18:11:48
330,331,Matsue,50,2019-04-11 18:11:48
331,332,Meixian,23,2019-04-11 18:11:48
332,333,Memphis,103,2019-04-11 18:11:48
333,334,Merlo,6,2019-04-11 18:11:48
334,335,Mexicali,60,2019-04-11 18:11:48
335,336,Miraj,44,2019-04-11 18:11:48
336,337,Mit Ghamr,29,2019-04-11 18:11:48
337,338,Miyakonojo,50,2019-04-11 18:11:48
338,339,Mogiljov,13,2019-04-11 18:11:48
339,340,Molodetno,13,2019-04-11 18:11:48
340,341,Monclova,60,2019-04-11 18:11:48
341,342,Monywa,64,2019-04-11 18:11:48
342,343,Moscow,80,2019-04-11 18:11:48
343,344,Mosul,47,2019-04-11 18:11:48
344,345,Mukateve,100,2019-04-11 18:11:48
345,346,Munger (Monghyr),44,2019-04-11 18:11:48
346,347,Mwanza,93,2019-04-11 18:11:48
347,348,Mwene-Ditu,25,2019-04-11 18:11:48
348,349,Myingyan,64,2019-04-11 18:11:48
349,350,Mysore,44,2019-04-11 18:11:48
350,351,Naala-Porto,63,2019-04-11 18:11:48
351,352,Nabereznyje Telny,80,2019-04-11 18:11:48
352,353,Nador,62,2019-04-11 18:11:48
353,354,Nagaon,44,2019-04-11 18:11:48
354,355,Nagareyama,50,2019-04-11 18:11:48
355,356,Najafabad,46,2019-04-11 18:11:48
356,357,Naju,86,2019-04-11 18:11:48
357,358,Nakhon Sawan,94,2019-04-11 18:11:48
358,359,Nam Dinh,105,2019-04-11 18:11:48
359,360,Namibe,4,2019-04-11 18:11:48
360,361,Nantou,92,2019-04-11 18:11:48
361,362,Nanyang,23,2019-04-11 18:11:48
362,363,NDjamna,21,2019-04-11 18:11:48
363,364,Newcastle,85,2019-04-11 18:11:48
364,365,Nezahualcyotl,60,2019-04-11 18:11:48
365,366,Nha Trang,105,2019-04-11 18:11:48
366,367,Niznekamsk,80,2019-04-11 18:11:48
367,368,Novi Sad,108,2019-04-11 18:11:48
368,369,Novoterkassk,80,2019-04-11 18:11:48
369,370,Nukualofa,95,2019-04-11 18:11:48
370,371,Nuuk,40,2019-04-11 18:11:48
371,372,Nyeri,52,2019-04-11 18:11:48
372,373,Ocumare del Tuy,104,2019-04-11 18:11:48
373,374,Ogbomosho,69,2019-04-11 18:11:48
374,375,Okara,72,2019-04-11 18:11:48
375,376,Okayama,50,2019-04-11 18:11:48
376,377,Okinawa,50,2019-04-11 18:11:48
377,378,Olomouc,26,2019-04-11 18:11:48
378,379,Omdurman,89,2019-04-11 18:11:48
379,380,Omiya,50,2019-04-11 18:11:48
380,381,Ondo,69,2019-04-11 18:11:48
381,382,Onomichi,50,2019-04-11 18:11:48
382,383,Oshawa,20,2019-04-11 18:11:48
383,384,Osmaniye,97,2019-04-11 18:11:48
384,385,ostka,100,2019-04-11 18:11:48
385,386,Otsu,50,2019-04-11 18:11:48
386,387,Oulu,33,2019-04-11 18:11:48
387,388,Ourense (Orense),87,2019-04-11 18:11:48
388,389,Owo,69,2019-04-11 18:11:48
389,390,Oyo,69,2019-04-11 18:11:48
390,391,Ozamis,75,2019-04-11 18:11:48
391,392,Paarl,85,2019-04-11 18:11:48
392,393,Pachuca de Soto,60,2019-04-11 18:11:48
393,394,Pak Kret,94,2019-04-11 18:11:48
394,395,Palghat (Palakkad),44,2019-04-11 18:11:48
395,396,Pangkal Pinang,45,2019-04-11 18:11:48
396,397,Papeete,36,2019-04-11 18:11:48
397,398,Parbhani,44,2019-04-11 18:11:48
398,399,Pathankot,44,2019-04-11 18:11:48
399,400,Patiala,44,2019-04-11 18:11:48
400,401,Patras,39,2019-04-11 18:11:48
401,402,Pavlodar,51,2019-04-11 18:11:48
402,403,Pemalang,45,2019-04-11 18:11:48
403,404,Peoria,103,2019-04-11 18:11:48
404,405,Pereira,24,2019-04-11 18:11:48
405,406,Phnom Penh,18,2019-04-11 18:11:48
406,407,Pingxiang,23,2019-04-11 18:11:48
407,408,Pjatigorsk,80,2019-04-11 18:11:48
408,409,Plock,76,2019-04-11 18:11:48
409,410,Po,15,2019-04-11 18:11:48
410,411,Ponce,77,2019-04-11 18:11:48
411,412,Pontianak,45,2019-04-11 18:11:48
412,413,Poos de Caldas,15,2019-04-11 18:11:48
413,414,Portoviejo,28,2019-04-11 18:11:48
414,415,Probolinggo,45,2019-04-11 18:11:48
415,416,Pudukkottai,44,2019-04-11 18:11:48
416,417,Pune,44,2019-04-11 18:11:48
417,418,Purnea (Purnia),44,2019-04-11 18:11:48
418,419,Purwakarta,45,2019-04-11 18:11:48
419,420,Pyongyang,70,2019-04-11 18:11:48
420,421,Qalyub,29,2019-04-11 18:11:48
421,422,Qinhuangdao,23,2019-04-11 18:11:48
422,423,Qomsheh,46,2019-04-11 18:11:48
423,424,Quilmes,6,2019-04-11 18:11:48
424,425,Rae Bareli,44,2019-04-11 18:11:48
425,426,Rajkot,44,2019-04-11 18:11:48
426,427,Rampur,44,2019-04-11 18:11:48
427,428,Rancagua,22,2019-04-11 18:11:48
428,429,Ranchi,44,2019-04-11 18:11:48
429,430,Richmond Hill,20,2019-04-11 18:11:48
430,431,Rio Claro,15,2019-04-11 18:11:48
431,432,Rizhao,23,2019-04-11 18:11:48
432,433,Roanoke,103,2019-04-11 18:11:48
433,434,Robamba,28,2019-04-11 18:11:48
434,435,Rockford,103,2019-04-11 18:11:48
435,436,Ruse,17,2019-04-11 18:11:48
436,437,Rustenburg,85,2019-04-11 18:11:48
437,438,s-Hertogenbosch,67,2019-04-11 18:11:48
438,439,Saarbrcken,38,2019-04-11 18:11:48
439,440,Sagamihara,50,2019-04-11 18:11:48
440,441,Saint Louis,103,2019-04-11 18:11:48
441,442,Saint-Denis,79,2019-04-11 18:11:48
442,443,Sal,62,2019-04-11 18:11:48
443,444,Salala,71,2019-04-11 18:11:48
444,445,Salamanca,60,2019-04-11 18:11:48
445,446,Salinas,103,2019-04-11 18:11:48
446,447,Salzburg,9,2019-04-11 18:11:48
447,448,Sambhal,44,2019-04-11 18:11:48
448,449,San Bernardino,103,2019-04-11 18:11:48
449,450,San Felipe de Puerto Plata,27,2019-04-11 18:11:48
450,451,San Felipe del Progreso,60,2019-04-11 18:11:48
451,452,San Juan Bautista Tuxtepec,60,2019-04-11 18:11:48
452,453,San Lorenzo,73,2019-04-11 18:11:48
453,454,San Miguel de Tucumn,6,2019-04-11 18:11:48
454,455,Sanaa,107,2019-04-11 18:11:48
455,456,Santa Brbara dOeste,15,2019-04-11 18:11:48
456,457,Santa F,6,2019-04-11 18:11:48
457,458,Santa Rosa,75,2019-04-11 18:11:48
458,459,Santiago de Compostela,87,2019-04-11 18:11:48
459,460,Santiago de los Caballeros,27,2019-04-11 18:11:48
460,461,Santo Andr,15,2019-04-11 18:11:48
461,462,Sanya,23,2019-04-11 18:11:48
462,463,Sasebo,50,2019-04-11 18:11:48
463,464,Satna,44,2019-04-11 18:11:48
464,465,Sawhaj,29,2019-04-11 18:11:48
465,466,Serpuhov,80,2019-04-11 18:11:48
466,467,Shahr-e Kord,46,2019-04-11 18:11:48
467,468,Shanwei,23,2019-04-11 18:11:48
468,469,Shaoguan,23,2019-04-11 18:11:48
469,470,Sharja,101,2019-04-11 18:11:48
470,471,Shenzhen,23,2019-04-11 18:11:48
471,472,Shikarpur,72,2019-04-11 18:11:48
472,473,Shimoga,44,2019-04-11 18:11:48
473,474,Shimonoseki,50,2019-04-11 18:11:48
474,475,Shivapuri,44,2019-04-11 18:11:48
475,476,Shubra al-Khayma,29,2019-04-11 18:11:48
476,477,Siegen,38,2019-04-11 18:11:48
477,478,Siliguri (Shiliguri),44,2019-04-11 18:11:48
478,479,Simferopol,100,2019-04-11 18:11:48
479,480,Sincelejo,24,2019-04-11 18:11:48
480,481,Sirjan,46,2019-04-11 18:11:48
481,482,Sivas,97,2019-04-11 18:11:48
482,483,Skikda,2,2019-04-11 18:11:48
483,484,Smolensk,80,2019-04-11 18:11:48
484,485,So Bernardo do Campo,15,2019-04-11 18:11:48
485,486,So Leopoldo,15,2019-04-11 18:11:48
486,487,Sogamoso,24,2019-04-11 18:11:48
487,488,Sokoto,69,2019-04-11 18:11:48
488,489,Songkhla,94,2019-04-11 18:11:48
489,490,Sorocaba,15,2019-04-11 18:11:48
490,491,Soshanguve,85,2019-04-11 18:11:48
491,492,Sousse,96,2019-04-11 18:11:48
492,493,South Hill,5,2019-04-11 18:11:48
493,494,Southampton,102,2019-04-11 18:11:48
494,495,Southend-on-Sea,102,2019-04-11 18:11:48
495,496,Southport,102,2019-04-11 18:11:48
496,497,Springs,85,2019-04-11 18:11:48
497,498,Stara Zagora,17,2019-04-11 18:11:48
498,499,Sterling Heights,103,2019-04-11 18:11:48
499,500,Stockport,102,2019-04-11 18:11:48
500,501,Sucre,14,2019-04-11 18:11:48
501,502,Suihua,23,2019-04-11 18:11:48
502,503,Sullana,74,2019-04-11 18:11:48
503,504,Sultanbeyli,97,2019-04-11 18:11:48
504,505,Sumqayit,10,2019-04-11 18:11:48
505,506,Sumy,100,2019-04-11 18:11:48
506,507,Sungai Petani,59,2019-04-11 18:11:48
507,508,Sunnyvale,103,2019-04-11 18:11:48
508,509,Surakarta,45,2019-04-11 18:11:48
509,510,Syktyvkar,80,2019-04-11 18:11:48
510,511,Syrakusa,49,2019-04-11 18:11:48
511,512,Szkesfehrvr,43,2019-04-11 18:11:48
512,513,Tabora,93,2019-04-11 18:11:48
513,514,Tabriz,46,2019-04-11 18:11:48
514,515,Tabuk,82,2019-04-11 18:11:48
515,516,Tafuna,3,2019-04-11 18:11:48
516,517,Taguig,75,2019-04-11 18:11:48
517,518,Taizz,107,2019-04-11 18:11:48
518,519,Talavera,75,2019-04-11 18:11:48
519,520,Tallahassee,103,2019-04-11 18:11:48
520,521,Tama,50,2019-04-11 18:11:48
521,522,Tambaram,44,2019-04-11 18:11:48
522,523,Tanauan,75,2019-04-11 18:11:48
523,524,Tandil,6,2019-04-11 18:11:48
524,525,Tangail,12,2019-04-11 18:11:48
525,526,Tanshui,92,2019-04-11 18:11:48
526,527,Tanza,75,2019-04-11 18:11:48
527,528,Tarlac,75,2019-04-11 18:11:48
528,529,Tarsus,97,2019-04-11 18:11:48
529,530,Tartu,30,2019-04-11 18:11:48
530,531,Teboksary,80,2019-04-11 18:11:48
531,532,Tegal,45,2019-04-11 18:11:48
532,533,Tel Aviv-Jaffa,48,2019-04-11 18:11:48
533,534,Tete,63,2019-04-11 18:11:48
534,535,Tianjin,23,2019-04-11 18:11:48
535,536,Tiefa,23,2019-04-11 18:11:48
536,537,Tieli,23,2019-04-11 18:11:48
537,538,Tokat,97,2019-04-11 18:11:48
538,539,Tonghae,86,2019-04-11 18:11:48
539,540,Tongliao,23,2019-04-11 18:11:48
540,541,Torren,60,2019-04-11 18:11:48
541,542,Touliu,92,2019-04-11 18:11:48
542,543,Toulon,34,2019-04-11 18:11:48
543,544,Toulouse,34,2019-04-11 18:11:48
544,545,Trshavn,32,2019-04-11 18:11:48
545,546,Tsaotun,92,2019-04-11 18:11:48
546,547,Tsuyama,50,2019-04-11 18:11:48
547,548,Tuguegarao,75,2019-04-11 18:11:48
